Entity,Confirmed,Deaths,DaysSince100,Population,Population60Plus,PopulationDensity,GDP,GDPPerCapita,PhysiciansPer1000,BedsPer10000,CTPerMillion,CO2PerCapita,PopulationMedianAge,Obesity,Smoking,RaisedBloodPressure,GeographicRegion,Fatality,PhysicianOverload,BedOverload,CTOverload
Faroe Islands,2.2041199826559246,0.0,0.9030899869919435,-1.3124710387853658,22.5111,1.542446965477808,,,,,,1.0934216851622351,,,,,Northern Europe,0.0,,,
Denmark,3.3794868137172736,1.863322860120456,1.3010299956639813,0.7613187981968546,25.8219,2.133643956609047,5.518337554183292,4.75991702046173,0.6532125137753437,1.5440680443502757,1.3774883833761327,0.7708520116421442,40.95,16.2,10.15,21.0,Northern Europe,0.030062630480167014,1.9647742057783837,1.0739186752034517,1.2404983361775948
Dominican Republic,2.934498451243568,1.6020599913279623,0.9542425094393249,1.0309638423782752,10.7919,2.3468351257163427,4.880424839065651,3.8483123036272846,0.2041199826559248,1.2041199826559248,,0.3222192947339193,25.53,21.9,12.35,32.5,Latin America and the Caribbean,0.04540162980209546,1.6989093387970422,0.6989093387970423,
Ecuador,3.2844307338445193,1.7708520116421442,1.0791812460476249,1.2398923180708645,10.7376,1.8448094485299193,5.018267652518193,3.7974752875373343,0.3222192947339193,1.1760912590556813,0.2013971243204515,0.4471580313422192,25.83,22.0,6.75,28.1,Latin America and the Caribbean,0.030145530145530147,1.7220934548970104,0.8682214905752484,1.8429156253104781
Egypt,2.785329835010767,1.6127838567197355,1.2041199826559248,2.0016822346154153,8.1171,2.0036625526867486,5.290337398349267,3.3010299956639813,-0.09691001300805639,1.2304489213782739,,0.3424226808222063,24.93,34.6,31.6,27.1,Northern Africa,0.06568144499178982,0.8798450710255165,-0.4475138633608139,
Estonia,2.832508912706236,0.6020599913279624,1.2041199826559248,0.1224124954112803,26.5131,1.4951653786679522,4.413651752063699,4.296511624661298,0.5440680443502757,1.7323937598229686,1.1914510144648955,1.1702617153949575,40.78,18.9,28.950000000000006,39.7,Northern Europe,0.004418262150220913,2.165389234518946,0.9770635190462529,1.518006264404326
Finland,3.09377178149873,1.0791812460476249,1.2304489213782739,0.7428978723277829,28.6043,1.2601787552159676,5.401826009829886,4.659631011607001,0.5797835966168101,1.792391689498254,1.302979936748249,0.9344984512435677,42.24,19.9,16.65,28.8,Northern Europe,0.008870967741935484,1.770740216217642,0.5581321233361983,1.047543876086203
Guadeloupe,2.0293837776852097,0.6989700043360189,0.3010299956639812,-0.39783144862100284,25.3527,2.390466310452954,,,,,,0.7403626894942439,,,,,Latin America and the Caribbean,0.03773584905660377,,,
R�union,2.2648178230095364,0.0,0.6989700043360189,-0.05114709380028646,17.6108,2.55092608885733,,,,,,0.6901960800285137,,,,,Sub-Saharan Africa,0.0,,,
France,4.603955885435382,3.416141031168329,1.4771212547196624,1.8137790777342753,26.4596,2.075349841857633,6.412038984843648,4.584500837524111,0.505149978319906,1.8388490907372552,,0.6720978579357175,40.43,15.6,25.05,22.5,Western Europe,0.06486782496141784,2.285016019178661,0.9513169067613119,
Germany,4.7930636253959396,2.727541257028556,1.462397997898956,1.9217748857198997,28.3472,2.379497507815336,6.567403297260345,4.652980828263366,0.6232492903979004,1.9138138523837167,,0.9493900066449128,45.09,21.3,28.05,26.0,Western Europe,0.008583621869715757,2.2480324553014115,0.9574678933155953,
Ghana,2.184691430817599,0.7781512503836436,0.6020599913279624,1.4831292278006951,5.1552,2.1260709851280857,4.7708225669503195,3.3109056293761414,-0.6989700043360187,0.9542425094393249,-0.8239087409443188,-0.2218487496163564,20.45,8.0,8.65,32.2,Sub-Saharan Africa,0.03289473684210526,1.397684364480096,-0.2555281492952476,1.5226231010883962
Greece,3.0633333589517497,1.591064607026499,1.2304489213782739,1.0200918370445464,28.298000000000002,1.909837266851979,5.307679985776484,4.260023660694307,0.6627578316815741,1.6812412373755872,1.5206145218782359,0.785329835010767,42.47,17.5,38.0,22.5,Southern Europe,0.0328719723183391,1.3801081653583898,0.3616247596643766,0.5222514751617279
Honduras,2.0453229787866576,0.6020599913279624,0.0,0.9888308631529492,7.1751,1.9400405921452688,4.361331125138534,3.3944516808262164,-0.5228787452803376,0.9030899869919435,0.3222192947339193,0.07918124604762482,21.57,19.8,12.6,27.9,Latin America and the Caribbean,0.02727272727272727,1.5754405672856133,0.14947183501333222,0.7303425272713565
Hungary,2.611723308007342,1.146128035678238,0.9542425094393249,0.9860861722556974,26.5522,2.0292928504439454,5.1453859993942235,4.157638064100917,0.505149978319906,1.8512583487190752,0.8215135284047731,0.6334684555795865,40.35,24.8,22.75,36.8,Eastern Europe,0.031862745098039214,1.1194240125142767,-0.22668435788489272,0.8030604624294094
Iceland,3.0090257420869104,0.47712125471966244,1.255272505103306,-0.4698003017969179,21.0904,0.5291607617211344,4.388758187849104,4.863679667875898,0.6020599913279624,1.7634279935629373,1.5960470075454392,0.785329835010767,35.3,21.9,10.95,20.1,Northern Europe,0.00196078431372549,2.876340482230873,1.714972479995898,1.8823534660133963
India,3.010723865391773,1.4471580313422192,1.2041199826559248,3.1355835108328005,9.8703,2.662360837308048,6.410889713730161,3.28397928423848,-0.09691001300805639,0.9542425094393249,,0.2304489213782739,26.07,1.9,7.75,22.9,Southern Asia,0.0263671875,-0.02837354118493205,-1.0795260636323134,
Indonesia,3.109240968588203,2.060697840353612,1.1760912590556813,2.4323688765663563,9.7169,2.174313677972269,6.006696606381459,3.5851221863068155,-0.3979400086720376,0.7781512503836436,,0.25527250510330607,27.47,4.7,44.9,30.9,South-eastern Asia,0.088715953307393,1.0744742597729946,-0.1016169992826866,
Iran (Islamic Republic of),4.583312151983078,3.421768401206924,1.5185139398778875,1.9186273434243764,9.9872,1.7068261291333524,5.663678315110057,3.754348335711019,0.04139268515822508,1.2304489213782739,,0.919078092376074,27.99,21.6,8.95,28.9,Southern Asia,0.06891331018820643,2.623280786930882,1.434224550710833,
Iraq,2.738780558484369,1.6334684555795864,1.2304489213782739,1.594500834226669,5.0917,1.9566908068918545,5.260128653811398,3.677241845946654,-0.09691001300805639,1.1139433523068367,0.3463529744506387,0.6812412373755872,19.5,29.4,,29.4,Western Asia,0.07678244972577697,1.240396505114818,0.029543139799924758,0.797133517656123
Ireland,3.4176377396522297,1.6720978579357175,1.2041199826559248,0.688642251959892,19.2596,1.8504857187046284,5.520391816831582,4.842634198346347,0.4913616938342727,1.6901960800285136,0.6570558528571039,0.8633228601204559,34.94,24.5,17.9,27.7,Northern Europe,0.017590822179732315,2.2374677474091285,1.0386333612148875,2.0717735883862973
Israel,3.6281845080734128,1.2041199826559248,1.255272505103306,0.9304090095713,16.3395,2.5951506328621194,5.548104299611931,4.627898155557663,0.505149978319906,1.5440680443502757,0.8750612633917001,0.9084850188786497,30.1,25.5,29.5,19.6,Western Asia,0.0035319048740287263,2.1925232730994733,1.1536052070691039,1.8226119880276794
Italy,4.98985010960318,4.03261876085072,1.5563025007672873,1.7821148647278295,29.3835,2.3135605761296953,6.2886593976114735,4.51517151980495,0.6127838567197355,1.5563025007672873,,0.7323937598229685,43.99,17.2,22.700000000000006,24.6,Southern Europe,0.1103399563922243,2.5949469424937797,1.6514282984462278,
Japan,3.2711443179490782,1.7403626894942439,1.5797835966168101,2.103325734084861,34.0143,2.541562645593164,6.687744271524302,4.582290682718994,0.38021124171160603,2.1367205671564067,2.0050946750725487,0.9822712330395684,45.53,4.5,17.1,21.5,Eastern Asia,0.028938906752411574,0.7873746636140145,-0.9691346618307863,-0.8375087697469281
Jordan,2.4149733479708178,0.6020599913279624,0.9030899869919435,1.004394466702642,5.9161,2.0560789069249576,4.609679765845366,3.62283547952152,0.36172783601759284,1.255272505103306,0.7403626894942439,0.5563025007672873,23.06,34.3,50.15,23.2,Western Asia,0.011583011583011582,1.0471774613610167,0.15363279227530355,0.6685426078843657
Kazakhstan,2.45484486000851,0.3010299956639812,0.6020599913279624,1.2683766896562916,11.8639,0.8370641911042468,5.202507388544558,3.9423057528958942,0.5185139398778874,1.8808135922807914,0.1643528557844371,1.1553360374650619,29.2,24.4,22.700000000000006,35.8,Central Asia,0.0035211267605633804,0.6664277105128585,-0.6958719418900453,1.020588794606309
Republic of Korea,3.981546805045236,2.184691430817599,1.591064607026499,1.7094845105180945,22.1182,2.7216842641131973,6.184904551821205,4.4774830160749435,0.38021124171160603,2.012837224705172,1.5487578285737043,1.0681858617461617,38.85,7.3,23.8,15.6,Eastern Asia,0.015861421266826672,1.8918057359185463,0.25917975292498,0.723259149056448
Kuwait,2.4082399653118496,0.0,1.2041199826559248,0.6239828350338829,5.9971,2.373073361236806,5.077491452666406,4.460852757944295,0.414973347970818,1.3010299956639813,,1.404833716619938,28.95,42.8,,27.1,Western Asia,0.0,1.3675839974292543,0.4815273497360912,
Latvia,2.5415792439465807,0.0,1.0,0.2802823665678664,27.1487,1.4865013204632531,4.4837726704803105,4.1938200260161125,0.505149978319906,1.806179973983887,,0.5440680443502757,41.44,22.0,34.25,38.3,Northern Europe,0.0,1.7548971299031013,0.45386713423912006,
Lebanon,2.6424645202421213,1.0413926851582251,1.1760912590556813,0.8360518049485159,10.8001,2.8261770119260725,4.727492457154141,3.9433955765089546,0.36172783601759284,1.5440680443502757,1.3995006613146106,0.6334684555795865,29.4,28.2,46.55,29.8,Western Asia,0.0228310502283105,1.4436944695379907,0.261354261205308,0.4059216442409731
Lithuania,2.663700925389648,0.9030899869919435,0.9030899869919435,0.440846136274557,26.8613,1.6437624942855202,4.677095717250153,4.216165902285993,0.6334684555795865,1.8325089127062364,1.3057811512549822,0.6434526764861874,39.09,24.7,27.3,39.8,Northern Europe,0.015217391304347827,1.5884432398274306,0.38940278270078077,0.9161305441520349
Luxembourg,3.2902572693945182,1.3424226808222062,1.1139433523068367,-0.21063084640851826,19.72,2.3760898362084424,4.794599568642681,5.028595650573609,0.47712125471966244,1.7481880270062005,1.2753113545418118,1.2380461031287955,39.0,23.4,20.6,23.1,Western Europe,0.010769230769230769,3.0235442030513737,1.7524774307648359,2.2253541032292246
Malaysia,3.3928727454020793,1.5563025007672873,1.3222192947339193,1.504468143897604,10.6166,1.9878663874611384,5.497906402994451,3.997866726239145,0.17609125905568124,1.255272505103306,0.8082109729242221,0.9084850188786497,26.99,14.1,19.3,26.8,South-eastern Asia,0.01417004048582996,1.7121375503063805,0.6329563042587557,1.0800178364378397
Malta,2.1818435879447726,0.0,0.8450980400142568,-0.3561526897002858,27.6348,3.13866971928209,4.098747528824818,4.4644448339639276,0.5797835966168101,1.6532125137753437,0.9694159123539814,0.7481880270062004,40.65,26.6,21.45,25.1,Southern Europe,0.0,1.9553460403766452,0.8819171232181116,1.565713724639474
Mauritius,2.03342375548695,0.6020599913279624,0.3010299956639812,0.10370111958951442,17.7765,2.7961941244699253,4.126001456787675,4.023869501388332,0.3010299956639812,1.5314789170422551,0.8082109729242221,0.5185139398778874,34.18,18.2,19.9,37.6,Sub-Saharan Africa,0.028037383177570093,1.624652662431714,0.3942037410534401,1.1174716851714732
Mexico,2.928907690243953,1.2304489213782739,1.0413926851582251,2.1057672791153053,10.9519,1.8170825518536846,6.06379443469708,3.952647169758943,0.3424226808222063,1.2041199826559248,0.5622928644564748,0.5797835966168101,26.64,32.8,9.4,24.4,Latin America and the Caribbean,0.018867924528301886,0.4802058923192024,-0.3814914095145161,0.26033570868493394
Republic of Moldova,2.4216039268698313,0.47712125471966244,0.8450980400142568,0.6067359657984186,18.4187,2.0901966617200958,3.909983694939844,3.302330928684399,0.505149978319906,1.792391689498254,0.7363965022766424,0.07918124604762482,35.61,20.4,27.6,37.2,Eastern Europe,0.0076045627376425855,1.3080698043714334,0.020828093193085425,1.0768232804146969
