"Country or Area","Year(s)","GENDER","Value","Value Footnotes"
"United Arab Emirates","2008","Male","30.4 [19.9-41.5]",""
"United Arab Emirates","2008","Female","21.2 [12.9-31.1]",""
"United Arab Emirates","2008","Both sexes","27.7 [19.8-36.2]",""
"United Kingdom","2008","Both sexes","23.4 [19.5-27.4]",""
"United Kingdom","2008","Female","19.1 [14.5-24.4]",""
"United Kingdom","2008","Male","27.7 [21.9-34.0]",""
"United Kingdom","2008","Both sexes","23.4 [19.5-27.4]",""
"United Kingdom","2008","Female","19.1 [14.5-24.4]",""
"United Kingdom","2008","Male","27.7 [21.9-34.0]",""
"United Republic of Tanzania","2008","Male","36.2 [24.2-49.5]",""
"United Republic of Tanzania","2008","Female","33.9 [22.8-45.7]",""
"United Republic of Tanzania","2008","Both sexes","35.1 [27.0-44.0]",""
"United Republic of Tanzania","2008","Male","36.2 [24.2-49.5]",""
"United Republic of Tanzania","2008","Female","33.9 [22.8-45.7]",""
"United Republic of Tanzania","2008","Both sexes","35.1 [27.0-44.0]",""
"United States of America","2008","Both sexes","15.6 [12.9-18.8]",""
"United States of America","2008","Female","14.2 [10.8-18.1]",""
"United States of America","2008","Male","17.0 [12.8-21.8]",""
"United States of America","2008","Both sexes","15.6 [12.9-18.8]",""
"United States of America","2008","Female","14.2 [10.8-18.1]",""
"United States of America","2008","Male","17.0 [12.8-21.8]",""
"Uruguay","2008","Male","37.5 [27.0-48.2]",""
"Uruguay","2008","Female","25.4 [17.2-34.2]",""
"Uruguay","2008","Both sexes","31.1 [24.2-38.0]",""
"Uruguay","2008","Male","37.5 [27.0-48.2]",""
"Uruguay","2008","Female","25.4 [17.2-34.2]",""
"Uruguay","2008","Both sexes","31.1 [24.2-38.0]",""
"Uzbekistan","2008","Both sexes","28.4 [21.2-36.2]",""
"Uzbekistan","2008","Female","26.3 [17.1-36.1]",""
"Uzbekistan","2008","Male","30.5 [19.5-42.8]",""
"Uzbekistan","2008","Both sexes","28.4 [21.2-36.2]",""
"Uzbekistan","2008","Female","26.3 [17.1-36.1]",""
"Uzbekistan","2008","Male","30.5 [19.5-42.8]",""
"Vanuatu","2008","Male","40.7 [29.1-52.4]",""
"Vanuatu","2008","Female","36.5 [25.9-46.9]",""
"Vanuatu","2008","Both sexes","38.5 [30.8-46.6]",""
"Vanuatu","2008","Male","40.7 [29.1-52.4]",""
"Vanuatu","2008","Female","36.5 [25.9-46.9]",""
"Vanuatu","2008","Both sexes","38.5 [30.8-46.6]",""
"Venezuela (Bolivarian Republic of)","2008","Both sexes","31.2 [23.4-39.6]",""
"Venezuela (Bolivarian Republic of)","2008","Female","25.4 [15.7-35.8]",""
"Venezuela (Bolivarian Republic of)","2008","Male","37.1 [24.4-50.3]",""
"Venezuela (Bolivarian Republic of)","2008","Both sexes","31.2 [23.4-39.6]",""
"Venezuela (Bolivarian Republic of)","2008","Female","25.4 [15.7-35.8]",""
"Venezuela (Bolivarian Republic of)","2008","Male","37.1 [24.4-50.3]",""
"Viet Nam","2008","Male","29.1 [20.3-38.4]",""
"Viet Nam","2008","Female","23.3 [16.2-31.2]",""
"Viet Nam","2008","Both sexes","26.1 [20.3-32.1]",""
"Viet Nam","2008","Male","29.1 [20.3-38.4]",""
"Viet Nam","2008","Female","23.3 [16.2-31.2]",""
"Viet Nam","2008","Both sexes","26.1 [20.3-32.1]",""
"Yemen","2008","Both sexes","30.8 [21.6-40.7]","1"
"Yemen","2008","Female","29.3 [16.8-42.9]","1"
"Yemen","2008","Male","32.2 [19.1-46.4]","1"
"Yemen","2008","Both sexes","30.8 [21.6-40.7]",""
"Yemen","2008","Female","29.3 [16.8-42.9]",""
"Yemen","2008","Male","32.2 [19.1-46.4]",""
"Zambia","2008","Male","41.0 [30.0-52.4]",""
"Zambia","2008","Female","37.9 [28.4-47.2]",""
"Zambia","2008","Both sexes","39.6 [32.4-46.8]",""
"Zambia","2008","Male","41.0 [30.0-52.4]",""
"Zambia","2008","Female","37.9 [28.4-47.2]",""
"Zambia","2008","Both sexes","39.6 [32.4-46.8]",""
"Zimbabwe","2008","Both sexes","36.7 [27.8-45.8]",""
"Zimbabwe","2008","Female","36.4 [23.9-48.8]",""
"Zimbabwe","2008","Male","36.9 [24.6-49.5]",""
"Zimbabwe","2008","Both sexes","36.7 [27.8-45.8]",""
"Zimbabwe","2008","Female","36.4 [23.9-48.8]",""
"Zimbabwe","2008","Male","36.9 [24.6-49.5]",""

"footnoteSeqID","Footnote"
"1","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
