"Country or Area","Year(s)","GENDER","Value","Value Footnotes"
"Papua New Guinea","2010","Male","55.4",""
"Papua New Guinea","2010","Female","40.3",""
"Papua New Guinea","2010","Both sexes","47.7",""
"Papua New Guinea","2008","Male","55.4",""
"Papua New Guinea","2008","Both sexes","47.7",""
"Papua New Guinea","2008","Female","40.3",""
"Paraguay","2010","Female","12.9",""
"Paraguay","2010","Male","20.8",""
"Paraguay","2010","Both sexes","16.7",""
"Paraguay","2008","Both sexes","16.7",""
"Paraguay","2008","Male","20.8",""
"Paraguay","2008","Female","12.9",""
"Peru","2010","Male","21.5",""
"Peru","2010","Female","16.5",""
"Peru","2010","Both sexes","19.4",""
"Peru","2008","Female","21.5",""
"Peru","2008","Both sexes","19.4",""
"Peru","2008","Male","16.5",""
"Philippines","2010","Female","17.5",""
"Philippines","2010","Male","28.3",""
"Philippines","2010","Both sexes","22.7",""
"Philippines","2008","Female","17.5",""
"Philippines","2008","Male","28.3",""
"Philippines","2008","Both sexes","22.7",""
"Poland","2010","Male","26",""
"Poland","2010","Female","31.7",""
"Poland","2010","Both sexes","29.6",""
"Poland","2008","Both sexes","19.5",""
"Poland","2008","Male","21.4",""
"Poland","2008","Female","17.3",""
"Portugal","2010","Female","-",""
"Portugal","2010","Male","-",""
"Portugal","2010","Both sexes","-",""
"Qatar","2010","Both sexes","17.9",""
"Qatar","2010","Male","25.2",""
"Qatar","2010","Female","13.1",""
"Qatar","2008","Male","25.2",""
"Qatar","2008","Female","13.1",""
"Qatar","2008","Both sexes","17.9",""
"Republic of Korea","2010","Female","10.6",""
"Republic of Korea","2010","Male","14.9",""
"Republic of Korea","2010","Both sexes","13",""
"Republic of Korea","2008","Both sexes","13",""
"Republic of Korea","2008","Female","10.6",""
"Republic of Korea","2008","Male","14.9",""
"Republic of Moldova","2010","Male","20.8",""
"Republic of Moldova","2010","Female","7.1",""
"Republic of Moldova","2010","Both sexes","13.4",""
"Republic of Moldova","2008","Male","20.8",""
"Republic of Moldova","2008","Female","7.1",""
"Republic of Moldova","2008","Both sexes","13.4",""
"Romania","2010","Female","10.4",""
"Romania","2010","Male","18.4",""
"Romania","2010","Both sexes","14.4",""
"Romania","2008","Male","22.2",""
"Romania","2008","Both sexes","18.3",""
"Romania","2008","Female","14.8",""
"Russian Federation","2010","Male","30.1",""
"Russian Federation","2010","Female","24.4",""
"Russian Federation","2010","Both sexes","27.3",""
"Russian Federation","2008","Both sexes","27.3",""
"Russian Federation","2008","Male","30.1",""
"Russian Federation","2008","Female","24.4",""
"Rwanda","2010","Female","9.5",""
"Rwanda","2010","Male","13.3",""
"Rwanda","2010","Both sexes","11.5",""
"Rwanda","2008","Both sexes","11.5",""
"Rwanda","2008","Male","13.3",""
"Rwanda","2008","Female","9.5",""
"Saint Kitts and Nevis","2010","Male","10.4",""
"Saint Kitts and Nevis","2010","Female","7.8",""
"Saint Kitts and Nevis","2010","Both sexes","9.2",""
"Saint Kitts and Nevis","2008","Female","13.6",""
"Saint Kitts and Nevis","2008","Both sexes","16.6",""
"Saint Kitts and Nevis","2008","Male","18.2",""
"Saint Lucia","2010","Female","14.5",""
"Saint Lucia","2010","Male","22.4",""
"Saint Lucia","2010","Both sexes","17.9",""
"Saint Lucia","2008","Male","22.4",""
"Saint Lucia","2008","Female","14.5",""
"Saint Lucia","2008","Both sexes","17.9",""
"Saint Vincent and the Grenadines","2010","Male","22",""
"Saint Vincent and the Grenadines","2010","Female","16.6",""
"Saint Vincent and the Grenadines","2010","Both sexes","19.1",""
"Saint Vincent and the Grenadines","2008","Female","16.6",""
"Saint Vincent and the Grenadines","2008","Both sexes","19.1",""
"Saint Vincent and the Grenadines","2008","Male","22",""
"Samoa","2010","Female","20.4",""
"Samoa","2010","Male","25.8",""
"Samoa","2010","Both sexes","23.5",""
"Samoa","2008","Female","20.4",""
"Samoa","2008","Male","25.8",""
"Samoa","2008","Both sexes","23.5",""
"San Marino","2010","Male","-",""
"San Marino","2010","Female","-",""
"San Marino","2010","Both sexes","-",""
"Sao Tome and Principe","2010","Both sexes","-",""
"Sao Tome and Principe","2010","Female","-",""
"Sao Tome and Principe","2010","Male","-",""
"Saudi Arabia","2010","Male","21.2",""
"Saudi Arabia","2010","Female","9.1",""
"Saudi Arabia","2010","Both sexes","14.9",""
"Saudi Arabia","2008","Male","20.2",""
"Saudi Arabia","2008","Both sexes","15.9",""
"Saudi Arabia","2008","Female","10.7",""
"Senegal","2010","Female","9.6",""
"Senegal","2010","Male","20.4",""
"Senegal","2010","Both sexes","14.9",""
"Senegal","2008","Both sexes","14.9",""
"Senegal","2008","Female","9.6",""
"Senegal","2008","Male","20.4",""
"Serbia","2010","Male","10.8",""
"Serbia","2010","Female","9.6",""
"Serbia","2010","Both sexes","10.4",""
"Serbia","2008","Both sexes","10.4",""
"Serbia","2008","Male","10.8",""
"Serbia","2008","Female","9.6",""
"Seychelles","2010","Female","25.3",""
"Seychelles","2010","Male","27.1",""
"Seychelles","2010","Both sexes","26.6",""
"Seychelles","2008","Female","25.3",""
"Seychelles","2008","Both sexes","26.6",""
"Seychelles","2008","Male","27.1",""
"Sierra Leone","2010","Male","20.3",""
"Sierra Leone","2010","Female","24.1",""
"Sierra Leone","2010","Both sexes","23.5",""
"Sierra Leone","2008","Female","24.1",""
"Sierra Leone","2008","Male","20.3",""
"Sierra Leone","2008","Both sexes","23.5",""
"Singapore","2010","Female","7.5",""
"Singapore","2010","Male","10.5",""
"Singapore","2010","Both sexes","9.1",""
"Singapore","2008","Male","10.5",""
"Singapore","2008","Female","7.5",""
"Singapore","2008","Both sexes","9.1",""
"Slovakia","2010","Male","28.5",""
"Slovakia","2010","Female","24.5",""
"Slovakia","2010","Both sexes","26.6",""
"Slovakia","2008","Male","28.5",""
"Slovakia","2008","Female","24.5",""
"Slovakia","2008","Both sexes","26.6",""
"Slovenia","2010","Female","24.2",""
"Slovenia","2010","Male","16.9",""
"Slovenia","2010","Both sexes","21.8",""
"Slovenia","2008","Both sexes","21.8",""
"Slovenia","2008","Female","24.2",""
"Slovenia","2008","Male","16.9",""
"Solomon Islands","2010","Male","-",""
"Solomon Islands","2010","Female","-",""
"Solomon Islands","2010","Both sexes","-",""
"Somalia","2010","Both sexes","15.6",""
"Somalia","2010","Female","12.3",""
"Somalia","2010","Male","15.5",""
"Somalia","2008","Female","12.3",""
"Somalia","2008","Male","15.5",""
"Somalia","2008","Both sexes","15.6",""
"South Africa","2010","Male","29.3",""
"South Africa","2010","Female","20.1",""
"South Africa","2010","Both sexes","24",""
"South Africa","2008","Female","20.1",""
"South Africa","2008","Male","29.3",""
"South Africa","2008","Both sexes","24",""
"Spain","2010","Female","-",""
"Spain","2010","Male","-",""
"Spain","2010","Both sexes","-",""
"Sri Lanka","2010","Both sexes","9.1",""
"Sri Lanka","2010","Male","12.4",""
"Sri Lanka","2010","Female","5.8",""
"Sri Lanka","2008","Female","5.8",""
"Sri Lanka","2008","Male","12.4",""
"Sri Lanka","2008","Both sexes","9.1",""
"Sudan","2010","Female","4.3",""
"Sudan","2010","Male","9.5",""
"Sudan","2010","Both sexes","7.4",""
"Sudan","2008","Male","18",""
"Sudan","2008","Female","10.1",""
"Sudan","2008","Both sexes","14",""
"Suriname","2010","Male","20.7",""
"Suriname","2010","Female","16.6",""
"Suriname","2010","Both sexes","19.2",""
"Suriname","2008","Female","8.6",""
"Suriname","2008","Male","12.6",""
"Suriname","2008","Both sexes","10.5",""
"Swaziland","2010","Female","8.6",""
"Swaziland","2010","Male","15.8",""
"Swaziland","2010","Both sexes","11.5",""
"Swaziland","2008","Male","14.7",""
"Swaziland","2008","Female","9",""
"Swaziland","2008","Both sexes","11.3",""
"Sweden","2010","Male","-",""
"Sweden","2010","Female","-",""
"Sweden","2010","Both sexes","-",""
"Switzerland","2010","Both sexes","-",""
"Switzerland","2010","Female","-",""
"Switzerland","2010","Male","-",""
"Syrian Arab Republic","2010","Male","31.9",""
"Syrian Arab Republic","2010","Female","18.9",""
"Syrian Arab Republic","2010","Both sexes","24.5",""
"Syrian Arab Republic","2008","Female","19.5",""
"Syrian Arab Republic","2008","Male","38.6",""
"Syrian Arab Republic","2008","Both sexes","29",""
"Tajikistan","2010","Female","2.8",""
"Tajikistan","2010","Male","6.8",""
"Tajikistan","2010","Both sexes","5.1",""
"Tajikistan","2008","Male","6.8",""
"Tajikistan","2008","Both sexes","5.1",""
"Tajikistan","2008","Female","2.8",""
"Thailand","2010","Male","24",""
"Thailand","2010","Female","7.5",""
"Thailand","2010","Both sexes","15.6",""
"Thailand","2008","Male","21.7",""
"Thailand","2008","Both sexes","15.7",""
"Thailand","2008","Female","8.4",""
"The former Yugoslav Republic of Macedonia","2010","Female","11.7",""
"The former Yugoslav Republic of Macedonia","2010","Male","11.9",""
"The former Yugoslav Republic of Macedonia","2010","Both sexes","11.8",""
"The former Yugoslav Republic of Macedonia","2008","Female","11.7",""
"The former Yugoslav Republic of Macedonia","2008","Male","11.9",""
"The former Yugoslav Republic of Macedonia","2008","Both sexes","11.8",""
"Timor-Leste","2010","Male","60.2",""
"Timor-Leste","2010","Female","53.4",""
"Timor-Leste","2010","Both sexes","56.5",""
"Timor-Leste","2008","Both sexes","41",""
"Timor-Leste","2008","Male","54.5",""
"Timor-Leste","2008","Female","29.8",""
"Togo","2010","Female","7.9",""
"Togo","2010","Male","17.7",""
"Togo","2010","Both sexes","14",""
"Togo","2008","Female","7.9",""
"Togo","2008","Male","17.7",""
"Togo","2008","Both sexes","14",""
"Tonga","2010","Male","-",""
"Tonga","2010","Female","-",""
"Tonga","2010","Both sexes","-",""
"Trinidad and Tobago","2010","Both sexes","19.9",""
"Trinidad and Tobago","2010","Female","17.8",""
"Trinidad and Tobago","2010","Male","20.8",""
"Trinidad and Tobago","2008","Female","17.8",""
"Trinidad and Tobago","2008","Both sexes","19.9",""
"Trinidad and Tobago","2008","Male","20.8",""
"Tunisia","2010","Male","20.1",""
"Tunisia","2010","Female","3.8",""
"Tunisia","2010","Both sexes","11.4",""
"Tunisia","2008","Both sexes","18.3",""
"Tunisia","2008","Female","8.8",""
"Tunisia","2008","Male","27.8",""
"Turkey","2010","Female","7.4",""
"Turkey","2010","Male","14.4",""
"Turkey","2010","Both sexes","11.9",""
"Turkey","2008","Male","11.1",""
"Turkey","2008","Both sexes","8.4",""
"Turkey","2008","Female","4.4",""
"Turkmenistan","2010","Male","-",""
"Turkmenistan","2010","Female","-",""
"Turkmenistan","2010","Both sexes","-",""
"Tuvalu","2010","Both sexes","36.4",""
"Tuvalu","2010","Female","32.7",""
"Tuvalu","2010","Male","41.6",""
"Tuvalu","2008","Both sexes","36.4",""
"Tuvalu","2008","Female","32.7",""
"Tuvalu","2008","Male","41.6",""
"Uganda","2010","Male","17.3",""
"Uganda","2010","Female","15.3",""
"Uganda","2010","Both sexes","16.6",""
"Uganda","2008","Female","15.3",""
"Uganda","2008","Male","17.3",""
"Uganda","2008","Both sexes","16.6",""
"Ukraine","2010","Female","22.2",""
"Ukraine","2010","Male","29.8",""
"Ukraine","2010","Both sexes","26",""
"Ukraine","2008","Female","22.2",""
"Ukraine","2008","Both sexes","26",""
"Ukraine","2008","Male","29.8",""
"United Arab Emirates","2010","Male","25.2",""
"United Arab Emirates","2010","Female","13.2",""
"United Arab Emirates","2010","Both sexes","19.5",""
"United Arab Emirates","2008","Female","13.2",""
"United Arab Emirates","2008","Both sexes","19.5",""
"United Arab Emirates","2008","Male","25.2",""
"United Kingdom","2010","Female","-",""
"United Kingdom","2010","Male","-",""
"United Kingdom","2010","Both sexes","-",""
"United Republic of Tanzania","2010","Both sexes","10.6",""
"United Republic of Tanzania","2010","Male","12.4",""
"United Republic of Tanzania","2010","Female","8.8",""
"United Republic of Tanzania","2008","Male","12.4",""
"United Republic of Tanzania","2008","Female","8.8",""
"United Republic of Tanzania","2008","Both sexes","10.6",""
"United States of America","2010","Female","11.1",""
"United States of America","2010","Male","15.4",""
"United States of America","2010","Both sexes","13.2",""
"United States of America","2008","Male","18.2",""
"United States of America","2008","Female","15.9",""
"United States of America","2008","Both sexes","17",""
"Uruguay","2010","Male","21.4",""
"Uruguay","2010","Female","24.5",""
"Uruguay","2010","Both sexes","23.2",""
"Uruguay","2008","Female","24.5",""
"Uruguay","2008","Male","21.4",""
"Uruguay","2008","Both sexes","23.2",""
"Uzbekistan","2010","Female","1.6",""
"Uzbekistan","2010","Male","2.7",""
"Uzbekistan","2010","Both sexes","2.2",""
"Uzbekistan","2008","Male","2.7",""
"Uzbekistan","2008","Both sexes","2.2",""
"Uzbekistan","2008","Female","1.6",""
"Vanuatu","2010","Male","34.1",""
"Vanuatu","2010","Female","19.6",""
"Vanuatu","2010","Both sexes","25.6",""
"Vanuatu","2008","Both sexes","25.6",""
"Vanuatu","2008","Female","19.6",""
"Vanuatu","2008","Male","34.1",""
"Venezuela (Bolivarian Republic of)","2010","Female","7.2",""
"Venezuela (Bolivarian Republic of)","2010","Male","11",""
"Venezuela (Bolivarian Republic of)","2010","Both sexes","9.4",""
"Venezuela (Bolivarian Republic of)","2008","Female","13.9",""
"Venezuela (Bolivarian Republic of)","2008","Both sexes","14.8",""
"Venezuela (Bolivarian Republic of)","2008","Male","15.3",""
"Viet Nam","2010","Male","6.5",""
"Viet Nam","2010","Female","1.5",""
"Viet Nam","2010","Both sexes","3.8",""
"Viet Nam","2008","Both sexes","3.8",""
"Viet Nam","2008","Female","1.5",""
"Viet Nam","2008","Male","6.5",""
"Yemen","2010","Female","10.5",""
"Yemen","2010","Male","14.5",""
"Yemen","2010","Both sexes","14.1",""
"Yemen","2008","Male","14.5",""
"Yemen","2008","Both sexes","14.1",""
"Yemen","2008","Female","10.5",""
"Zambia","2010","Male","25.7",""
"Zambia","2010","Female","25.6",""
"Zambia","2010","Both sexes","25.6",""
"Zambia","2008","Both sexes","25.6",""
"Zambia","2008","Male","25.7",""
"Zambia","2008","Female","25.6",""
"Zimbabwe","2010","Female","8.2",""
"Zimbabwe","2010","Male","14.9",""
"Zimbabwe","2010","Both sexes","12",""
"Zimbabwe","2008","Female","8.2",""
"Zimbabwe","2008","Male","14.9",""
"Zimbabwe","2008","Both sexes","12",""

