"Country or Area","Year(s)","GENDER","Value","Value Footnotes"
"Slovenia","2008","Male","28.1 [13.8-42.6]",""
"Slovenia","2008","Female","25.9 [9.3-44.0]",""
"Slovenia","2008","Both sexes","27.0 [15.9-38.4]",""
"Solomon Islands","2008","Both sexes","32.1 [26.8-37.4]",""
"Solomon Islands","2008","Female","39.2 [30.3-47.9]",""
"Solomon Islands","2008","Male","25.3 [18.6-31.8]",""
"Somalia","2008","Male","3.4 [0.5-9.2]",""
"Somalia","2008","Female","7.1 [0.9-19.3]",""
"Somalia","2008","Both sexes","5.3 [1.4-12.0]",""
"South Africa","2008","Both sexes","33.5 [30.4-36.5]",""
"South Africa","2008","Female","42.8 [38.2-47.2]",""
"South Africa","2008","Male","23.2 [18.9-26.9]",""
"Spain","2008","Male","24.9 [21.1-29.1]",""
"Spain","2008","Female","23.0 [18.4-27.8]",""
"Spain","2008","Both sexes","24.1 [21.1-27.3]",""
"Sri Lanka","2008","Both sexes","5.0 [3.4-6.8]",""
"Sri Lanka","2008","Female","7.3 [4.4-10.6]",""
"Sri Lanka","2008","Male","2.6 [1.6-3.9]",""
"Sudan","2008","Male","4.1 [0.7-10.4]",""
"Sudan","2008","Female","8.9 [1.3-22.8]",""
"Sudan","2008","Both sexes","6.6 [1.8-13.9]",""
"Suriname","2008","Both sexes","25.8 [15.4-37.0]",""
"Suriname","2008","Female","34.6 [17.7-52.1]",""
"Suriname","2008","Male","16.5 [5.8-29.9]",""
"Swaziland","2008","Male","6.1 [1.1-15.2]",""
"Swaziland","2008","Female","37.1 [30.2-43.5]",""
"Swaziland","2008","Both sexes","23.4 [18.8-28.5]",""
"Sweden","2008","Both sexes","16.6 [13.3-20.2]",""
"Sweden","2008","Female","15.0 [10.1-20.4]",""
"Sweden","2008","Male","18.2 [13.6-23.0]",""
"Switzerland","2008","Male","18.3 [11.6-24.4]",""
"Switzerland","2008","Female","11.6 [5.5-19.0]",""
"Switzerland","2008","Both sexes","14.9 [10.3-19.6]",""
"Syrian Arab Republic","2008","Both sexes","31.6 [26.5-36.6]",""
"Syrian Arab Republic","2008","Female","39.0 [31.0-47.1]",""
"Syrian Arab Republic","2008","Male","23.8 [17.6-29.9]",""
"Tajikistan","2008","Male","8.0 [1.7-18.7]",""
"Tajikistan","2008","Female","11.6 [4.0-21.8]",""
"Tajikistan","2008","Both sexes","9.9 [4.5-17.0]",""
"Thailand","2008","Both sexes","8.5 [6.9-10.4]",""
"Thailand","2008","Female","11.8 [9.0-15.1]",""
"Thailand","2008","Male","4.9 [3.6-6.2]",""
"The former Yugoslav Republic of Macedonia","2008","Male","21.6 [8.9-36.0]",""
"The former Yugoslav Republic of Macedonia","2008","Female","18.9 [7.8-30.8]",""
"The former Yugoslav Republic of Macedonia","2008","Both sexes","20.3 [11.4-29.8]",""
"Timor-Leste","2008","Both sexes","2.9 [0.5-7.7]",""
"Timor-Leste","2008","Female","4.3 [0.4-13.5]",""
"Timor-Leste","2008","Male","1.5 [0.2-5.4]",""
"Togo","2008","Male","3.0 [0.5-8.3]",""
"Togo","2008","Female","6.1 [2.1-11.8]",""
"Togo","2008","Both sexes","4.6 [2.0-8.5]",""
"Tonga","2008","Both sexes","59.6 [54.1-65.1]",""
"Tonga","2008","Female","70.3 [61.8-78.7]",""
"Tonga","2008","Male","49.1 [42.0-56.0]",""
"Trinidad and Tobago","2008","Male","21.6 [10.5-32.8]",""
"Trinidad and Tobago","2008","Female","38.0 [23.3-51.8]",""
"Trinidad and Tobago","2008","Both sexes","30.0 [20.9-39.1]",""
"Tunisia","2008","Both sexes","23.8 [18.0-30.1]",""
"Tunisia","2008","Female","33.4 [24.0-43.1]",""
"Tunisia","2008","Male","13.9 [7.8-21.0]",""
"Turkey","2008","Male","22.8 [20.0-25.4]",""
"Turkey","2008","Female","35.6 [32.0-39.4]",""
"Turkey","2008","Both sexes","29.3 [27.0-31.6]",""
"Turkmenistan","2008","Both sexes","14.3 [7.7-22.3]",""
"Turkmenistan","2008","Female","14.5 [6.8-24.6]",""
"Turkmenistan","2008","Male","13.9 [4.7-27.7]",""
"Uganda","2008","Male","4.3 [0.7-12.1]",""
"Uganda","2008","Female","4.9 [2.7-7.9]",""
"Uganda","2008","Both sexes","4.6 [2.2-8.6]",""
"Ukraine","2008","Both sexes","20.1 [11.9-28.9]",""
"Ukraine","2008","Female","23.6 [12.7-34.4]",""
"Ukraine","2008","Male","15.5 [5.0-29.8]",""
"United Arab Emirates","2008","Male","30.2 [23.7-37.0]",""
"United Arab Emirates","2008","Female","43.0 [35.0-51.1]",""
"United Arab Emirates","2008","Both sexes","33.7 [28.6-39.1]",""
"United Kingdom","2008","Both sexes","24.9 [22.4-27.3]",""
"United Kingdom","2008","Female","25.2 [21.5-28.9]",""
"United Kingdom","2008","Male","24.4 [21.6-27.3]",""
"United Republic of Tanzania","2008","Male","4.0 [1.3-8.1]",""
"United Republic of Tanzania","2008","Female","6.8 [3.7-10.5]",""
"United Republic of Tanzania","2008","Both sexes","5.4 [3.3-8.0]",""
"United States of America","2008","Both sexes","31.8 [29.5-34.3]",""
"United States of America","2008","Female","33.2 [29.6-37.0]",""
"United States of America","2008","Male","30.2 [27.5-33.2]",""
"Uruguay","2008","Male","20.7 [15.1-26.2]",""
"Uruguay","2008","Female","26.0 [18.9-33.1]",""
"Uruguay","2008","Both sexes","23.6 [19.0-28.2]",""
"Uzbekistan","2008","Both sexes","17.3 [12.0-22.5]",""
"Uzbekistan","2008","Female","19.8 [11.3-27.8]",""
"Uzbekistan","2008","Male","14.5 [9.0-20.6]",""
"Vanuatu","2008","Male","22.9 [16.2-29.2]",""
"Vanuatu","2008","Female","36.8 [28.8-45.0]",""
"Vanuatu","2008","Both sexes","29.8 [24.3-34.9]",""
"Venezuela (Bolivarian Republic of)","2008","Both sexes","30.8 [24.5-37.1]",""
"Venezuela (Bolivarian Republic of)","2008","Female","34.8 [25.4-44.5]",""
"Venezuela (Bolivarian Republic of)","2008","Male","26.6 [18.2-34.5]",""
"Viet Nam","2008","Male","1.2 [0.7-2.1]",""
"Viet Nam","2008","Female","2.0 [1.0-3.7]",""
"Viet Nam","2008","Both sexes","1.6 [1.0-2.5]",""
"Yemen","2008","Both sexes","16.7 [7.9-27.1]",""
"Yemen","2008","Female","22.7 [7.8-41.1]",""
"Yemen","2008","Male","10.5 [3.0-22.6]",""
"Zambia","2008","Male","1.2 [0.4-2.6]",""
"Zambia","2008","Female","7.0 [4.5-9.7]",""
"Zambia","2008","Both sexes","4.2 [2.8-5.8]",""
"Zimbabwe","2008","Both sexes","8.6 [6.3-11.6]",""
"Zimbabwe","2008","Female","13.8 [9.6-19.2]",""
"Zimbabwe","2008","Male","2.8 [1.4-4.8]",""

